escenario,origen,destino,turistas,km_mediano
solo_barrio,la Sagrada Família,Diagonal Mar i el Front Marítim del Poblenou,115.6,3.41
solo_barrio,la Sagrada Família,Navas,24.0,1.27
solo_barrio,la Sagrada Família,Provençals del Poblenou,33.37,1.86
solo_barrio,la Sagrada Família,el Baix Guinardó,81.43,0.43
solo_barrio,la Sagrada Família,el Barri Gòtic,115.5,2.02
solo_barrio,la Sagrada Família,el Camp d'en Grassot i Gràcia Nova,68.07,0.37
solo_barrio,la Sagrada Família,el Camp de l'Arpa del Clot,210.47,0.81
solo_barrio,la Sagrada Família,el Fort Pienc,151.23,0.37
solo_barrio,la Sagrada Família,el Parc i la Llacuna del Poblenou,581.9,1.32
solo_barrio,la Sagrada Família,el Poblenou,254.93,2.07
solo_barrio,la Sagrada Família,la Barceloneta,115.0,2.68
solo_barrio,la Sagrada Família,la Dreta de l'Eixample,256.73,1.4
solo_barrio,la Vila Olímpica del Poblenou,el Parc i la Llacuna del Poblenou,50.62,0.28
solo_barrio,la Vila Olímpica del Poblenou,la Barceloneta,106.0,0.37
solo_barrio,la Vila de Gràcia,Diagonal Mar i el Front Marítim del Poblenou,22.84,5.17
solo_barrio,la Vila de Gràcia,Sant Gervasi - Galvany,306.45,0.55
solo_barrio,la Vila de Gràcia,Sant Gervasi - la Bonanova,24.22,1.72
solo_barrio,la Vila de Gràcia,el Barri Gòtic,159.44,2.51
solo_barrio,la Vila de Gràcia,el Putxet i el Farró,73.45,0.85
solo_barrio,la Vila de Gràcia,el Raval,73.75,2.05
solo_barrio,la Vila de Gràcia,l'Antiga Esquerra de l'Eixample,100.52,0.9
solo_barrio,la Vila de Gràcia,la Barceloneta,24.0,3.56
solo_barrio,la Vila de Gràcia,la Dreta de l'Eixample,502.4,0.5
solo_barrio,la Vila de Gràcia,la Maternitat i Sant Ramon,62.16,4.15
solo_barrio,la Vila de Gràcia,les Corts,248.28,2.02
solo_barrio,les Corts,la Maternitat i Sant Ramon,99.45,0.98
